,t1,t4,t5,t6,t1n,t4n,t5n,t6n,x,y
5551,-79.94,-82.52,-70.85,-78.85,-88.05,-84.78,-75.02,-75.75,1.4,6.1
5552,-79.82,-82.42,-70.62,-78.56,-81.55,-90.13,-79.83,-82.75,1.5,6.0
5553,-79.82,-82.42,-70.62,-78.56,-75.2,-84.76,-71.37,-80.08,1.5,6.0
5554,-79.82,-82.42,-70.62,-78.56,-84.99,-79.06,-72.71,-77.38,1.5,6.0
5555,-79.75,-82.27,-71.05,-78.67,-83.1,-100,-75.8,-76.91,1.4,5.9
5556,-79.88,-82.36,-71.26,-78.98,-73.3,-92.6,-100,-78.56,1.3,6.0
5557,-79.82,-82.21,-71.65,-79.09,-81.99,-75.7,-72.24,-79.64,1.2,5.9
5558,-79.91,-82.34,-71.56,-79.21,-79.48,-90.32,-77.15,-80.87,1.2,6.0
5559,-79.82,-82.21,-71.65,-79.09,-76.29,-84.11,-71.22,-78.51,1.2,5.9
5560,-79.78,-82.24,-71.36,-78.88,-71.75,-89.74,-74.21,-71.88,1.3,5.9
5561,-79.85,-82.39,-70.95,-78.77,-77.8,-81.91,-68.74,-81.99,1.4,6.0
5562,-79.88,-82.36,-71.26,-78.98,-82.95,-75.27,-100,-82.36,1.3,6.0
5563,-79.91,-82.34,-71.56,-79.21,-79.5,-65.48,-73.36,-82.27,1.2,6.0
5564,-79.85,-82.18,-71.94,-79.31,-86.75,-86.41,-77.73,-82.44,1.1,5.9
5565,-79.82,-82.21,-71.65,-79.09,-78.39,-87.63,-77.63,-78.73,1.2,5.9
5566,-79.69,-82.11,-71.47,-78.76,-80.77,-83.28,-56.77,-72.04,1.3,5.8
5567,-79.75,-82.27,-71.05,-78.67,-73.22,-87.82,-85.94,-71.64,1.4,5.9
5568,-79.82,-82.42,-70.62,-78.56,-82.08,-81.99,-65.3,-78.63,1.5,6.0
5569,-79.82,-82.42,-70.62,-78.56,-82.39,-81.65,-73.73,-75.05,1.5,6.0
5570,-79.76,-82.49,-69.91,-78.18,-82.88,-89.53,-78.12,-75.8,1.7,6.0
5571,-79.71,-82.56,-69.14,-77.83,-77.44,-82.14,-81.81,-78.86,1.9,6.0
5572,-79.51,-82.32,-69.51,-77.71,-80.23,-78.92,-77.03,-70.91,1.9,5.8
5573,-79.28,-82.11,-69.61,-77.43,-79.74,-74.86,-64.68,-100,2.0,5.6
5574,-79.17,-81.98,-69.86,-77.36,-74.94,-85.0,-60.52,-72.68,2.0,5.5
5575,-79.34,-82.33,-68.64,-77.21,-76.7,-79.65,-65.43,-84.4,2.2,5.7
5576,-79.44,-82.45,-68.36,-77.27,-75.23,-87.1,-67.85,-80.25,2.2,5.8
5577,-79.63,-82.73,-67.35,-77.21,-74.49,-78.35,-68.9,-71.24,2.3,6.0
5578,-79.65,-82.69,-67.83,-77.36,-85.36,-91.46,-65.48,-81.75,2.2,6.0
5579,-79.71,-82.89,-66.53,-77.11,-88.04,-72.1,-100,-78.57,2.4,6.1
5580,-79.71,-82.89,-66.53,-77.11,-83.02,-86.05,-68.82,-68.79,2.4,6.1
5581,-79.66,-83.08,-64.0,-76.59,-77.3,-79.34,-100,-66.9,2.8,6.1
5582,-79.56,-82.97,-64.62,-76.56,-86.35,-82.07,-60.35,-76.83,2.8,6.0
5583,-79.56,-82.97,-64.62,-76.56,-100,-80.37,-61.31,-72.4,2.8,6.0
5584,-79.34,-82.8,-65.45,-76.39,-100,-88.96,-71.63,-78.51,2.9,5.8
5585,-79.22,-82.75,-65.8,-76.25,-86.64,-84.83,-63.74,-76.49,3.0,5.7
5586,-79.22,-82.81,-65.57,-76.15,-84.02,-75.11,-60.57,-77.22,3.1,5.7
5587,-79.33,-82.86,-65.11,-76.28,-79.27,-83.71,-69.22,-68.62,3.0,5.8
5588,-79.33,-82.92,-64.82,-76.17,-81.13,-84.43,-54.92,-100,3.1,5.8
5589,-79.34,-82.8,-65.45,-76.39,-71.04,-81.51,-65.5,-75.5,2.9,5.8
5590,-79.23,-82.69,-66.08,-76.36,-100,-80.71,-63.44,-82.19,2.9,5.7
5591,-79.11,-82.64,-66.44,-76.22,-65.48,-89.5,-100,-72.66,3.0,5.6
5592,-79.22,-82.81,-65.57,-76.15,-79.07,-91.84,-56.92,-100,3.1,5.7
5593,-78.9,-82.35,-67.75,-76.24,-79.04,-80.99,-100,-70.02,2.9,5.4
5594,-79.01,-82.47,-67.23,-76.29,-80.6,-84.8,-65.46,-70.22,2.9,5.5
5595,-78.91,-82.29,-67.95,-76.35,-85.44,-84.98,-67.57,-73.3,2.8,5.4
5596,-78.9,-82.35,-67.75,-76.24,-73.33,-80.34,-67.45,-77.85,2.9,5.4
5597,-78.9,-82.35,-67.75,-76.24,-80.81,-100,-67.87,-65.56,2.9,5.4
5598,-78.77,-82.3,-68.09,-76.1,-65.18,-100,-100,-73.82,3.0,5.3
5599,-78.99,-82.65,-66.76,-75.98,-100,-83.05,-58.97,-100,3.2,5.5
5600,-79.21,-82.87,-65.41,-76.04,-72.66,-87.46,-68.53,-75.33,3.2,5.7
5601,-79.1,-82.76,-66.12,-76.01,-92.23,-100,-100,-74.65,3.2,5.6
5602,-79.21,-82.87,-65.41,-76.04,-100,-85.33,-67.9,-78.7,3.2,5.7
5603,-79.11,-82.7,-66.25,-76.11,-90.03,-77.79,-68.15,-75.99,3.1,5.6
5604,-79.11,-82.7,-66.25,-76.11,-80.11,-77.33,-63.75,-80.29,3.1,5.6
5605,-79.12,-82.58,-66.67,-76.32,-78.65,-100,-65.63,-82.46,2.9,5.6
5606,-79.33,-82.86,-65.11,-76.28,-100,-80.15,-57.86,-70.63,3.0,5.8
5607,-79.34,-82.8,-65.45,-76.39,-70.43,-81.82,-63.54,-78.96,2.9,5.8
5608,-79.33,-82.86,-65.11,-76.28,-84.82,-89.74,-100,-86.26,3.0,5.8
5609,-79.12,-82.58,-66.67,-76.32,-76.96,-79.85,-60.59,-100,2.9,5.6
5610,-79.12,-82.58,-66.67,-76.32,-79.48,-100,-60.37,-81.77,2.9,5.6
5611,-79.12,-82.58,-66.67,-76.32,-74.85,-80.28,-70.16,-76.64,2.9,5.6
5612,-79.13,-82.52,-66.95,-76.43,-100,-82.45,-63.43,-86.07,2.8,5.6
5613,-79.12,-82.58,-66.67,-76.32,-100,-86.13,-73.61,-73.99,2.9,5.6
5614,-79.01,-82.47,-67.23,-76.29,-82.39,-100,-65.11,-72.01,2.9,5.5
5615,-79.02,-82.41,-67.46,-76.39,-90.8,-76.96,-70.51,-71.94,2.8,5.5
5616,-78.92,-82.23,-68.18,-76.46,-83.52,-75.69,-66.0,-71.62,2.7,5.4
5617,-78.91,-82.29,-67.95,-76.35,-100,-80.17,-64.48,-100,2.8,5.4
5618,-78.78,-82.24,-68.23,-76.2,-100,-82.38,-70.61,-68.73,2.9,5.3
5619,-78.77,-82.3,-68.09,-76.1,-72.5,-92.1,-74.8,-70.63,3.0,5.3
5620,-78.88,-82.48,-67.44,-76.04,-83.14,-79.97,-65.22,-79.04,3.1,5.4
5621,-78.88,-82.48,-67.44,-76.04,-74.6,-89.54,-68.04,-77.35,3.1,5.4
5622,-78.64,-82.32,-68.39,-75.87,-78.79,-84.78,-69.3,-75.59,3.2,5.2
5623,-78.52,-82.21,-68.86,-75.83,-74.94,-100,-60.12,-69.73,3.2,5.1
5624,-78.64,-82.39,-68.36,-75.78,-87.9,-84.29,-68.89,-84.48,3.3,5.2
5625,-78.76,-82.43,-67.89,-75.91,-79.73,-79.71,-67.68,-81.59,3.2,5.3
5626,-78.77,-82.37,-67.97,-76.0,-79.61,-78.33,-69.64,-77.67,3.1,5.3
5627,-78.77,-82.37,-67.97,-76.0,-81.13,-77.02,-68.36,-68.4,3.1,5.3
5628,-78.77,-82.3,-68.09,-76.1,-84.65,-80.83,-69.96,-78.93,3.0,5.3
5629,-78.79,-82.17,-68.41,-76.3,-72.66,-100,-65.69,-86.49,2.8,5.3
5630,-78.9,-82.35,-67.75,-76.24,-82.44,-100,-70.69,-74.0,2.9,5.4
5631,-79.02,-82.41,-67.46,-76.39,-87.23,-91.61,-68.11,-83.85,2.8,5.5
5632,-78.92,-82.23,-68.18,-76.46,-85.28,-77.33,-60.33,-75.02,2.7,5.4
5633,-79.03,-82.35,-67.73,-76.5,-78.66,-100,-65.18,-76.63,2.7,5.5
5634,-79.25,-82.58,-66.76,-76.59,-86.6,-89.16,-74.67,-75.88,2.7,5.7
5635,-79.13,-82.52,-66.95,-76.43,-77.65,-85.23,-70.07,-69.92,2.8,5.6
5636,-79.23,-82.69,-66.08,-76.36,-81.99,-70.89,-100,-80.34,2.9,5.7
5637,-79.12,-82.58,-66.67,-76.32,-77.44,-79.11,-59.47,-70.92,2.9,5.6
5638,-79.02,-82.41,-67.46,-76.39,-86.8,-92.96,-100,-75.41,2.8,5.5
5639,-79.01,-82.47,-67.23,-76.29,-78.01,-85.68,-67.84,-77.0,2.9,5.5
5640,-78.9,-82.35,-67.75,-76.24,-81.36,-76.0,-64.08,-80.06,2.9,5.4
5641,-78.9,-82.35,-67.75,-76.24,-81.6,-82.33,-73.14,-100,2.9,5.4
5642,-78.78,-82.24,-68.23,-76.2,-77.97,-79.33,-60.57,-79.94,2.9,5.3
5643,-78.92,-82.23,-68.18,-76.46,-76.8,-77.38,-66.55,-81.22,2.7,5.4
5644,-78.89,-82.41,-67.57,-76.14,-83.59,-81.67,-69.8,-76.4,3.0,5.4
5645,-78.9,-82.35,-67.75,-76.24,-83.18,-100,-62.93,-72.59,2.9,5.4
5646,-78.66,-82.12,-68.69,-76.15,-77.52,-88.39,-71.03,-73.88,2.9,5.2
5647,-78.9,-82.35,-67.75,-76.24,-81.33,-82.6,-71.2,-100,2.9,5.4
5648,-78.91,-82.29,-67.95,-76.35,-83.05,-80.04,-68.79,-83.81,2.8,5.4
5649,-78.91,-82.29,-67.95,-76.35,-77.87,-76.4,-64.91,-71.58,2.8,5.4
5650,-79.02,-82.41,-67.46,-76.39,-73.8,-81.31,-56.57,-77.13,2.8,5.5
5651,-78.91,-82.29,-67.95,-76.35,-79.8,-81.6,-64.6,-76.88,2.8,5.4
5652,-79.02,-82.41,-67.46,-76.39,-81.28,-85.81,-64.84,-80.18,2.8,5.5
5653,-78.9,-82.35,-67.75,-76.24,-81.34,-77.28,-76.58,-73.1,2.9,5.4
5654,-79.0,-82.53,-67.03,-76.18,-89.86,-90.75,-72.72,-80.35,3.0,5.5
5655,-79.0,-82.53,-67.03,-76.18,-84.7,-80.58,-61.39,-79.01,3.0,5.5
5656,-79.11,-82.7,-66.25,-76.11,-84.77,-100,-56.99,-82.31,3.1,5.6
5657,-79.11,-82.7,-66.25,-76.11,-86.05,-85.3,-59.65,-85.45,3.1,5.6
5658,-78.99,-82.65,-66.76,-75.98,-78.4,-83.28,-73.93,-75.91,3.2,5.5
5659,-79.11,-82.7,-66.25,-76.11,-80.67,-83.28,-100,-87.34,3.1,5.6
5660,-79.32,-82.97,-64.62,-76.07,-79.83,-83.84,-58.46,-75.84,3.2,5.8
5661,-79.32,-82.97,-64.62,-76.07,-79.06,-79.94,-73.48,-75.24,3.2,5.8
5662,-79.34,-82.8,-65.45,-76.39,-84.24,-87.25,-67.28,-72.92,2.9,5.8
5663,-79.14,-82.47,-67.25,-76.55,-79.71,-80.41,-66.55,-71.67,2.7,5.6
5664,-79.02,-82.41,-67.46,-76.39,-80.48,-84.42,-70.92,-74.22,2.8,5.5
5665,-78.78,-82.24,-68.23,-76.2,-74.38,-81.68,-72.91,-70.97,2.9,5.3
5666,-78.89,-82.41,-67.57,-76.14,-69.36,-75.73,-68.7,-81.92,3.0,5.4
5667,-78.89,-82.41,-67.57,-76.14,-79.32,-83.05,-68.4,-100,3.0,5.4
5668,-78.77,-82.37,-67.97,-76.0,-79.61,-78.15,-72.47,-74.96,3.1,5.3
5669,-78.88,-82.54,-67.35,-75.95,-81.74,-79.61,-71.77,-83.67,3.2,5.4
5670,-78.88,-82.48,-67.44,-76.04,-79.37,-82.18,-64.35,-71.0,3.1,5.4
5671,-79.0,-82.53,-67.03,-76.18,-84.31,-91.32,-67.88,-75.51,3.0,5.5
5672,-79.11,-82.7,-66.25,-76.11,-83.27,-83.8,-64.2,-71.01,3.1,5.6
5673,-79.0,-82.59,-66.87,-76.08,-76.85,-78.19,-59.34,-80.47,3.1,5.5
5674,-79.11,-82.7,-66.25,-76.11,-81.8,-86.81,-64.71,-82.86,3.1,5.6
5675,-78.99,-82.65,-66.76,-75.98,-85.18,-80.05,-63.06,-71.0,3.2,5.5
5676,-78.65,-82.25,-68.46,-75.96,-100,-82.37,-74.92,-71.25,3.1,5.2
5677,-78.41,-81.95,-69.43,-75.97,-85.16,-81.13,-65.39,-79.15,3.0,5.0
5678,-78.43,-81.81,-69.66,-76.15,-78.84,-79.86,-69.84,-75.28,2.8,5.0
5679,-78.54,-82.0,-69.13,-76.11,-76.23,-83.77,-72.14,-75.9,2.9,5.1
5680,-78.43,-81.81,-69.66,-76.15,-71.82,-80.63,-65.42,-100,2.8,5.0
5681,-78.56,-81.93,-69.26,-76.2,-80.59,-84.35,-69.12,-100,2.8,5.1
5682,-78.54,-82.0,-69.13,-76.11,-84.02,-87.51,-69.27,-79.33,2.9,5.1
5683,-78.65,-82.25,-68.46,-75.96,-100,-89.02,-62.61,-76.0,3.1,5.2
5684,-78.77,-82.37,-67.97,-76.0,-66.98,-79.35,-100,-68.24,3.1,5.3
5685,-78.65,-82.25,-68.46,-75.96,-77.25,-80.04,-100,-83.15,3.1,5.2
5686,-78.76,-82.43,-67.89,-75.91,-84.46,-78.15,-61.96,-78.34,3.2,5.3
5687,-78.88,-82.54,-67.35,-75.95,-80.68,-86.92,-68.6,-75.34,3.2,5.4
5688,-78.88,-82.54,-67.35,-75.95,-77.53,-85.41,-68.88,-80.14,3.2,5.4
5689,-78.76,-82.43,-67.89,-75.91,-78.03,-81.78,-69.66,-70.39,3.2,5.3
5690,-78.64,-82.39,-68.36,-75.78,-75.75,-84.0,-60.07,-72.75,3.3,5.2
5691,-78.64,-82.39,-68.36,-75.78,-85.48,-88.87,-68.75,-78.96,3.3,5.2
5692,-78.64,-82.32,-68.39,-75.87,-95.59,-100,-69.37,-100,3.2,5.2
5693,-78.65,-82.25,-68.46,-75.96,-83.14,-86.82,-64.09,-72.39,3.1,5.2
5694,-78.77,-82.37,-67.97,-76.0,-78.52,-87.99,-67.5,-100,3.1,5.3
5695,-78.89,-82.41,-67.57,-76.14,-76.05,-75.8,-65.68,-74.87,3.0,5.4
5696,-78.77,-82.37,-67.97,-76.0,-100,-86.46,-63.97,-72.87,3.1,5.3
5697,-78.88,-82.48,-67.44,-76.04,-78.31,-85.69,-72.21,-72.35,3.1,5.4
5698,-78.88,-82.54,-67.35,-75.95,-80.37,-100,-100,-76.52,3.2,5.4
5699,-78.89,-82.41,-67.57,-76.14,-80.11,-77.35,-70.24,-74.26,3.0,5.4
5700,-79.11,-82.64,-66.44,-76.22,-80.37,-100,-70.58,-80.99,3.0,5.6
5701,-79.22,-82.75,-65.8,-76.25,-76.07,-81.87,-65.6,-62.07,3.0,5.7
5702,-79.13,-82.52,-66.95,-76.43,-70.57,-72.28,-100,-78.37,2.8,5.6
5703,-79.36,-82.69,-66.25,-76.62,-77.21,-100,-68.53,-74.67,2.7,5.8
5704,-79.34,-82.8,-65.45,-76.39,-100,-79.74,-59.86,-74.54,2.9,5.8
5705,-79.34,-82.8,-65.45,-76.39,-100,-100,-60.83,-75.59,2.9,5.8
5706,-79.58,-82.87,-65.76,-76.81,-78.21,-77.72,-67.62,-77.13,2.6,6.0
5707,-79.49,-82.71,-66.7,-76.91,-79.94,-79.62,-100,-68.57,2.5,5.9
5708,-79.59,-82.82,-66.31,-76.94,-73.75,-82.33,-65.93,-76.68,2.5,6.0
5709,-79.73,-82.85,-67.08,-77.25,-82.38,-82.39,-56.76,-76.86,2.3,6.1
5710,-79.73,-82.85,-67.08,-77.25,-86.03,-82.87,-65.95,-100,2.3,6.1
5711,-79.61,-82.78,-66.84,-77.07,-80.3,-82.87,-68.19,-71.11,2.4,6.0
5712,-79.61,-82.78,-66.84,-77.07,-100,-91.12,-68.41,-70.89,2.4,6.0
5713,-79.71,-82.89,-66.53,-77.11,-79.3,-91.22,-65.34,-74.6,2.4,6.1
5714,-79.83,-82.96,-66.84,-77.28,-75.14,-86.79,-68.21,-81.57,2.3,6.2
5715,-79.74,-82.8,-67.6,-77.4,-71.44,-85.65,-100,-72.09,2.2,6.1
5716,-79.65,-82.69,-67.83,-77.36,-80.99,-87.84,-66.97,-90.07,2.2,6.0
5717,-79.73,-82.85,-67.08,-77.25,-100,-82.4,-55.38,-76.25,2.3,6.1
5718,-79.56,-82.52,-68.51,-77.46,-84.71,-92.08,-65.46,-70.04,2.1,5.9
5719,-79.61,-82.44,-69.32,-77.77,-83.27,-81.96,-100,-79.04,1.9,5.9
5720,-79.61,-82.44,-69.32,-77.77,-85.71,-83.12,-78.93,-80.67,1.9,5.9
5721,-79.49,-82.36,-69.14,-77.56,-78.7,-100,-77.66,-82.17,2.0,5.8
5722,-79.49,-82.36,-69.14,-77.56,-75.51,-74.94,-64.22,-77.07,2.0,5.8
5723,-79.49,-82.36,-69.14,-77.56,-76.24,-74.03,-81.55,-86.74,2.0,5.8
5724,-79.51,-82.32,-69.51,-77.71,-77.98,-82.39,-72.94,-100,1.9,5.8
5725,-79.51,-82.32,-69.51,-77.71,-66.74,-77.46,-69.41,-71.6,1.9,5.8
5726,-79.49,-82.36,-69.14,-77.56,-83.93,-83.96,-71.84,-77.99,2.0,5.8
5727,-79.49,-82.36,-69.14,-77.56,-82.61,-71.53,-100,-79.8,2.0,5.8
5728,-79.49,-82.36,-69.14,-77.56,-100,-79.04,-68.53,-67.21,2.0,5.8
5729,-79.59,-82.48,-68.92,-77.62,-81.86,-73.34,-100,-72.98,2.0,5.9
5730,-79.56,-82.52,-68.51,-77.46,-75.67,-84.83,-72.48,-79.02,2.1,5.9
5731,-79.74,-82.8,-67.6,-77.4,-82.47,-100,-66.4,-82.31,2.2,6.1
5732,-79.51,-82.66,-67.18,-77.04,-81.39,-85.2,-100,-77.69,2.4,5.9
5733,-79.71,-82.89,-66.53,-77.11,-74.94,-81.1,-60.07,-74.32,2.4,6.1
5734,-79.59,-82.82,-66.31,-76.94,-70.2,-91.1,-67.39,-74.21,2.5,6.0
5735,-79.48,-82.76,-66.21,-76.78,-100,-82.1,-61.54,-83.49,2.6,5.9
5736,-79.36,-82.69,-66.25,-76.62,-78.26,-79.41,-66.28,-74.79,2.7,5.8
5737,-79.47,-82.81,-65.72,-76.66,-80.72,-82.29,-70.05,-72.02,2.7,5.9
5738,-79.67,-83.03,-64.67,-76.71,-75.51,-80.03,-62.02,-100,2.7,6.1
5739,-79.57,-82.92,-65.19,-76.69,-82.3,-100,-71.13,-74.81,2.7,6.0
5740,-79.57,-82.92,-65.19,-76.69,-83.35,-100,-65.18,-80.58,2.7,6.0
5741,-79.58,-82.87,-65.76,-76.81,-81.64,-73.41,-61.53,-73.09,2.6,6.0
5742,-79.58,-82.87,-65.76,-76.81,-79.44,-85.95,-100,-85.37,2.6,6.0
5743,-79.67,-83.03,-64.67,-76.71,-81.7,-75.06,-67.66,-75.86,2.7,6.1
5744,-79.56,-82.97,-64.62,-76.56,-78.63,-88.47,-63.25,-70.14,2.8,6.0
5745,-79.56,-82.97,-64.62,-76.56,-81.01,-100,-61.1,-100,2.8,6.0
5746,-79.55,-83.02,-64.06,-76.45,-82.45,-84.26,-70.37,-75.2,2.9,6.0
5747,-79.54,-83.07,-63.53,-76.33,-73.84,-88.75,-65.72,-100,3.0,6.0
5748,-79.54,-83.07,-63.53,-76.33,-81.11,-75.99,-56.46,-77.92,3.0,6.0
5749,-79.75,-83.29,-61.69,-76.37,-81.74,-91.94,-61.82,-83.43,3.0,6.2
5750,-79.65,-83.13,-63.31,-76.47,-78.07,-87.62,-60.29,-76.75,2.9,6.1
5751,-79.75,-83.29,-61.69,-76.37,-80.18,-78.73,-51.39,-78.67,3.0,6.2
5752,-79.65,-83.18,-62.64,-76.35,-100,-83.64,-69.64,-100,3.0,6.1
5753,-79.85,-83.34,-61.81,-76.5,-69.89,-81.77,-100,-78.45,2.9,6.3
5754,-79.65,-83.18,-62.64,-76.35,-80.27,-74.61,-64.58,-72.79,3.0,6.1
5755,-79.85,-83.39,-60.71,-76.38,-84.51,-88.96,-58.09,-100,3.0,6.3
5756,-79.75,-83.24,-62.55,-76.49,-78.04,-78.75,-100,-69.63,2.9,6.2
5757,-79.65,-83.13,-63.31,-76.47,-79.46,-83.54,-100,-77.49,2.9,6.1
5758,-79.56,-82.97,-64.62,-76.56,-71.97,-80.15,-77.31,-81.6,2.8,6.0
5759,-79.67,-83.03,-64.67,-76.71,-84.93,-92.75,-100,-78.7,2.7,6.1
5760,-79.55,-83.02,-64.06,-76.45,-78.56,-80.83,-61.83,-77.69,2.9,6.0
5761,-79.65,-83.13,-63.31,-76.47,-73.2,-88.59,-66.65,-76.06,2.9,6.1
5762,-79.74,-83.39,-60.19,-76.15,-77.62,-85.07,-70.68,-100,3.2,6.2
5763,-79.64,-83.29,-61.56,-76.13,-100,-84.49,-100,-78.71,3.2,6.1
5764,-79.64,-83.29,-61.56,-76.13,-73.97,-81.48,-62.89,-81.78,3.2,6.1
5765,-79.75,-83.29,-61.69,-76.37,-83.23,-85.99,-62.66,-76.3,3.0,6.2
5766,-79.65,-83.18,-62.64,-76.35,-88.02,-81.86,-65.26,-76.94,3.0,6.1
5767,-79.55,-83.02,-64.06,-76.45,-88.92,-87.37,-100,-77.24,2.9,6.0
5768,-79.55,-83.02,-64.06,-76.45,-76.48,-77.94,-69.36,-76.14,2.9,6.0
5769,-79.55,-83.02,-64.06,-76.45,-66.23,-78.8,-51.48,-72.33,2.9,6.0
5770,-79.66,-83.08,-64.0,-76.59,-84.86,-82.44,-56.38,-80.12,2.8,6.1
5771,-79.65,-83.13,-63.31,-76.47,-80.28,-81.93,-100,-67.73,2.9,6.1
5772,-79.55,-83.02,-64.06,-76.45,-78.62,-77.72,-63.42,-68.23,2.9,6.0
5773,-79.65,-83.13,-63.31,-76.47,-79.67,-71.76,-54.17,-76.74,2.9,6.1
5774,-79.75,-83.29,-61.69,-76.37,-83.09,-82.93,-62.53,-81.84,3.0,6.2
5775,-79.75,-83.24,-62.55,-76.49,-84.68,-77.5,-59.8,-79.7,2.9,6.2
5776,-79.85,-83.39,-60.71,-76.38,-100,-87.9,-64.34,-76.14,3.0,6.3
5777,-79.64,-83.23,-62.04,-76.24,-81.24,-79.25,-64.3,-71.67,3.1,6.1
5778,-79.44,-82.97,-64.35,-76.31,-83.09,-88.94,-67.27,-72.95,3.0,5.9
5779,-79.32,-82.97,-64.62,-76.07,-100,-100,-100,-80.57,3.2,5.8
5780,-79.22,-82.81,-65.57,-76.15,-78.1,-84.71,-67.38,-100,3.1,5.7
5781,-79.22,-82.81,-65.57,-76.15,-67.57,-76.26,-65.75,-70.35,3.1,5.7
5782,-79.11,-82.64,-66.44,-76.22,-81.41,-81.65,-74.48,-89.35,3.0,5.6
5783,-78.99,-82.65,-66.76,-75.98,-84.96,-78.43,-68.42,-78.94,3.2,5.5
5784,-78.89,-82.41,-67.57,-76.14,-71.61,-77.78,-71.85,-71.06,3.0,5.4
5785,-79.0,-82.53,-67.03,-76.18,-80.99,-100,-100,-82.08,3.0,5.5
5786,-78.9,-82.35,-67.75,-76.24,-74.52,-86.92,-75.69,-77.33,2.9,5.4
5787,-78.89,-82.41,-67.57,-76.14,-70.29,-90.43,-74.31,-72.98,3.0,5.4
5788,-78.89,-82.41,-67.57,-76.14,-80.45,-80.25,-68.45,-84.17,3.0,5.4
5789,-78.9,-82.35,-67.75,-76.24,-77.01,-72.38,-67.27,-78.35,2.9,5.4
5790,-78.91,-82.29,-67.95,-76.35,-81.52,-72.12,-78.06,-81.23,2.8,5.4
5791,-79.01,-82.47,-67.23,-76.29,-77.63,-80.19,-100,-72.13,2.9,5.5
5792,-79.22,-82.75,-65.8,-76.25,-81.38,-82.25,-68.0,-68.13,3.0,5.7
5793,-79.12,-82.58,-66.67,-76.32,-77.29,-83.73,-81.27,-79.28,2.9,5.6
5794,-79.23,-82.69,-66.08,-76.36,-89.77,-83.64,-72.66,-82.37,2.9,5.7
5795,-78.9,-82.35,-67.75,-76.24,-100,-82.72,-68.44,-74.9,2.9,5.4
5796,-79.0,-82.53,-67.03,-76.18,-77.51,-80.59,-75.1,-77.72,3.0,5.5
5797,-79.0,-82.53,-67.03,-76.18,-72.55,-76.51,-75.67,-80.17,3.0,5.5
5798,-78.89,-82.41,-67.57,-76.14,-77.41,-83.87,-71.97,-78.69,3.0,5.4
5799,-78.9,-82.35,-67.75,-76.24,-80.71,-84.25,-66.88,-71.13,2.9,5.4
5800,-79.01,-82.47,-67.23,-76.29,-81.37,-90.67,-66.81,-100,2.9,5.5
5801,-78.9,-82.35,-67.75,-76.24,-100,-75.2,-68.3,-77.93,2.9,5.4
5802,-78.91,-82.29,-67.95,-76.35,-77.49,-78.21,-74.67,-78.19,2.8,5.4
5803,-78.91,-82.29,-67.95,-76.35,-79.22,-77.24,-63.35,-74.21,2.8,5.4
5804,-78.79,-82.17,-68.41,-76.3,-73.62,-77.44,-62.38,-68.95,2.8,5.3
5805,-78.69,-81.99,-69.03,-76.35,-73.29,-78.11,-66.86,-87.3,2.7,5.2
5806,-78.67,-82.05,-68.85,-76.25,-81.6,-72.45,-72.28,-66.66,2.8,5.2
5807,-79.02,-82.41,-67.46,-76.39,-88.11,-89.16,-73.53,-76.98,2.8,5.5
5808,-78.91,-82.29,-67.95,-76.35,-78.65,-100,-70.11,-73.01,2.8,5.4
5809,-78.91,-82.29,-67.95,-76.35,-79.29,-83.67,-72.32,-69.86,2.8,5.4
5810,-78.79,-82.17,-68.41,-76.3,-82.22,-80.46,-74.7,-74.9,2.8,5.3
5811,-78.79,-82.17,-68.41,-76.3,-76.01,-83.68,-66.05,-76.01,2.8,5.3
5812,-78.77,-82.3,-68.09,-76.1,-79.37,-83.44,-66.22,-78.64,3.0,5.3
5813,-78.77,-82.37,-67.97,-76.0,-71.94,-85.23,-72.18,-85.58,3.1,5.3
5814,-78.88,-82.54,-67.35,-75.95,-82.65,-79.36,-70.85,-68.83,3.2,5.4
5815,-78.88,-82.61,-67.3,-75.85,-74.78,-78.63,-57.12,-63.04,3.3,5.4
5816,-78.76,-82.43,-67.89,-75.91,-80.29,-90.1,-62.96,-100,3.2,5.3
5817,-78.76,-82.5,-67.85,-75.82,-75.0,-78.55,-57.47,-81.87,3.3,5.3
5818,-78.88,-82.61,-67.3,-75.85,-76.05,-84.19,-64.09,-80.69,3.3,5.4
5819,-78.76,-82.43,-67.89,-75.91,-83.23,-86.4,-70.59,-70.7,3.2,5.3
5820,-79.1,-82.76,-66.12,-76.01,-74.27,-89.95,-71.52,-85.03,3.2,5.6
5821,-78.88,-82.61,-67.3,-75.85,-75.38,-85.06,-69.17,-81.79,3.3,5.4
5822,-78.88,-82.61,-67.3,-75.85,-79.68,-79.35,-63.82,-73.66,3.3,5.4
5823,-78.88,-82.48,-67.44,-76.04,-76.77,-87.74,-69.74,-70.95,3.1,5.4
5824,-78.89,-82.41,-67.57,-76.14,-78.91,-84.75,-67.49,-85.67,3.0,5.4
5825,-78.89,-82.41,-67.57,-76.14,-91.27,-84.3,-64.84,-79.31,3.0,5.4
5826,-79.0,-82.53,-67.03,-76.18,-82.58,-87.37,-62.99,-77.07,3.0,5.5
5827,-79.0,-82.53,-67.03,-76.18,-100,-84.54,-82.24,-75.31,3.0,5.5
5828,-79.0,-82.59,-66.87,-76.08,-83.71,-78.65,-100,-72.52,3.1,5.5
